StateWellNumber|County|Aquifer|Status|MeasurementMonth|MeasurementDay|MeasurementYear|MeasurementDate|MeasurementTime|DepthFromLSD|LandElevation|LandElevationMethod|WaterElevation|MeasurementNumber|MeasuringAgency|MethodOfMeasurement|Remarks|Comments|CreatedDate|LastUpdateDate
0140301|Dallam|Ogallala/Rita Blanca|Publishable|12|11|1998|1998-12-11||160.81|4702|Interpolated From Topo Map|4541.19|1|Texas Water Development Board|Steel Tape|||1998-12-28|1998-12-28
0140301|Dallam|Ogallala/Rita Blanca|Publishable|12|7|1999|1999-12-07||164.62|4702|Interpolated From Topo Map|4537.38|1|Texas Water Development Board|Steel Tape|||1999-12-29|1999-12-29
0140301|Dallam|Ogallala/Rita Blanca|Publishable|12|5|2000|2000-12-05||169.4|4702|Interpolated From Topo Map|4532.6|1|Texas Water Development Board|Steel Tape|||2000-12-13|2000-12-13
0140301|Dallam|Ogallala/Rita Blanca|Publishable|12|11|2001|2001-12-11||173.17|4702|Interpolated From Topo Map|4528.83|1|Texas Water Development Board|Steel Tape|||2001-12-18|2001-12-18
0140301|Dallam|Ogallala/Rita Blanca|No Measurement|12|10|2003|2003-12-10|||4702|Interpolated From Topo Map||1|Texas Water Development Board|| Unable to insert tape into well||2003-12-22|2003-12-22
0140301|Dallam|Ogallala/Rita Blanca|No Measurement|5|18|2004|2004-05-18|||4702|Interpolated From Topo Map||1|Texas Water Development Board|| Unable to insert tape into well||2004-07-16|2004-07-16
0140301|Dallam|Ogallala/Rita Blanca|No Measurement|12|11|2004|2004-12-11|||4702|Interpolated From Topo Map||1|Texas Water Development Board|| Unable to insert tape into well||2005-01-03|2005-01-03
0140302|Dallam|Ogallala/Rita Blanca|Publishable|12|11|1996|1996-12-11||118.27|4644|Interpolated From Topo Map|4525.73|1|Texas Water Development Board|Steel Tape|||1996-12-20|1996-12-20
0140302|Dallam|Ogallala/Rita Blanca|Questionable|12|7|1999|1999-12-07||76.01|4644|Interpolated From Topo Map|4567.99|1|Texas Water Development Board|Steel Tape| Uncertain of reason for questionable measurement||1999-12-29|1999-12-29
0140302|Dallam|Ogallala/Rita Blanca|Questionable|12|5|2000|2000-12-05||137.6|4644|Interpolated From Topo Map|4506.4|1|Texas Water Development Board|Steel Tape| Pumping-level measurement||2000-12-13|2000-12-13
0140302|Dallam|Ogallala/Rita Blanca|No Measurement|12|11|2001|2001-12-11|||4644|Interpolated From Topo Map||1|Texas Water Development Board|| Access to well temporarily blocked due to winterization or debris||2001-12-18|2001-12-18
0140302|Dallam|Ogallala/Rita Blanca|No Measurement|12|13|2002|2002-12-13|||4644|Interpolated From Topo Map||1|Texas Water Development Board|| Access to well temporarily blocked due to winterization or debris||2002-12-17|2002-12-17
0140302|Dallam|Ogallala/Rita Blanca|No Measurement|12|10|2003|2003-12-10|||4644|Interpolated From Topo Map||1|Texas Water Development Board|| Unable to insert tape into well||2003-12-22|2003-12-22
0140902|Dallam|Ogallala/Rita Blanca|Publishable|10|18|1979|1979-10-18||131.53|4690|Interpolated From Topo Map|4558.47|1|Texas Water Development Board|Steel Tape||||
0140902|Dallam|Ogallala/Rita Blanca|Publishable|11|6|1979|1979-11-06||125.44|4690|Interpolated From Topo Map|4564.56|1|Texas Water Development Board|Steel Tape||||
0140902|Dallam|Ogallala/Rita Blanca|Publishable|1|7|1982|1982-01-07||130.93|4690|Interpolated From Topo Map|4559.07|1|Texas Water Development Board|Steel Tape||||
0140902|Dallam|Ogallala/Rita Blanca|Publishable|1|10|1984|1984-01-10||125.36|4690|Interpolated From Topo Map|4564.64|1|Texas Water Development Board|Steel Tape||||
0140902|Dallam|Ogallala/Rita Blanca|Publishable|12|11|1985|1985-12-11||125.52|4690|Interpolated From Topo Map|4564.48|1|Texas Water Development Board|Steel Tape||||
0140902|Dallam|Ogallala/Rita Blanca|Questionable|12|7|1987|1987-12-07||131.7|4690|Interpolated From Topo Map|4558.3|1|Texas Water Development Board|Steel Tape| Well pumped recently|||
0140902|Dallam|Ogallala/Rita Blanca|Publishable|12|9|1988|1988-12-09||128|4690|Interpolated From Topo Map|4562|1|Texas Water Development Board|Steel Tape||||
0140902|Dallam|Ogallala/Rita Blanca|Publishable|12|6|1989|1989-12-06||126.71|4690|Interpolated From Topo Map|4563.29|1|Texas Water Development Board|Steel Tape||||
0140902|Dallam|Ogallala/Rita Blanca|Publishable|12|5|1990|1990-12-05||128.66|4690|Interpolated From Topo Map|4561.34|1|Texas Water Development Board|Steel Tape||||
0140902|Dallam|Ogallala/Rita Blanca|Publishable|11|13|1991|1991-11-13||126.35|4690|Interpolated From Topo Map|4563.65|1|Texas Water Development Board|Steel Tape||||
0140902|Dallam|Ogallala/Rita Blanca|Publishable|1|5|1993|1993-01-05||126.38|4690|Interpolated From Topo Map|4563.62|1|Texas Water Development Board|Steel Tape||||
0140902|Dallam|Ogallala/Rita Blanca|Publishable|12|7|1993|1993-12-07||127|4690|Interpolated From Topo Map|4563|1|Texas Water Development Board|Steel Tape||||
0140902|Dallam|Ogallala/Rita Blanca|Publishable|12|12|1994|1994-12-12||127.1|4690|Interpolated From Topo Map|4562.9|1|Texas Water Development Board|Steel Tape|||1994-12-19|1994-12-19
0140902|Dallam|Ogallala/Rita Blanca|Publishable|12|7|1995|1995-12-07||127.5|4690|Interpolated From Topo Map|4562.5|1|Texas Water Development Board|Steel Tape|||1995-12-15|1995-12-15
0140902|Dallam|Ogallala/Rita Blanca|Publishable|12|12|1996|1996-12-12||127.5|4690|Interpolated From Topo Map|4562.5|1|Texas Water Development Board|Steel Tape|||1996-12-19|1996-12-19
0140902|Dallam|Ogallala/Rita Blanca|Publishable|12|9|1997|1997-12-09||127.52|4690|Interpolated From Topo Map|4562.48|1|Texas Water Development Board|Steel Tape|||1998-01-06|1998-01-06
0140902|Dallam|Ogallala/Rita Blanca|Publishable|12|11|1998|1998-12-11||127.88|4690|Interpolated From Topo Map|4562.12|1|Texas Water Development Board|Steel Tape|||1998-12-28|1998-12-28
0140902|Dallam|Ogallala/Rita Blanca|Publishable|12|7|1999|1999-12-07||132.23|4690|Interpolated From Topo Map|4557.77|1|Texas Water Development Board|Steel Tape|||1999-12-29|1999-12-29
0140902|Dallam|Ogallala/Rita Blanca|Publishable|12|5|2000|2000-12-05||128.4|4690|Interpolated From Topo Map|4561.6|1|Texas Water Development Board|Steel Tape|||2000-12-13|2000-12-13
0140902|Dallam|Ogallala/Rita Blanca|Publishable|12|11|2001|2001-12-11||128.92|4690|Interpolated From Topo Map|4561.08|1|Texas Water Development Board|Steel Tape|||2001-12-18|2001-12-18
0140902|Dallam|Ogallala/Rita Blanca|Publishable|12|13|2002|2002-12-13||130.65|4690|Interpolated From Topo Map|4559.35|1|Texas Water Development Board|Steel Tape|||2002-12-17|2002-12-17
0140902|Dallam|Ogallala/Rita Blanca|Publishable|12|10|2003|2003-12-10||129.95|4690|Interpolated From Topo Map|4560.05|1|Texas Water Development Board|Steel Tape|||2003-12-22|2003-12-22
0140902|Dallam|Ogallala/Rita Blanca|Publishable|12|11|2004|2004-12-11||130.5|4690|Interpolated From Topo Map|4559.5|1|Texas Water Development Board|Steel Tape|||2005-01-03|2005-01-03
0140902|Dallam|Ogallala/Rita Blanca|Publishable|11|3|2005|2005-11-03||130.78|4690|Interpolated From Topo Map|4559.22|1|Texas Water Development Board|Steel Tape|||2005-11-29|2005-11-29
0140902|Dallam|Ogallala/Rita Blanca|Publishable|12|1|2006|2006-12-01||130.75|4690|Interpolated From Topo Map|4559.25|1|Texas Water Development Board|Steel Tape|||2006-12-06|2006-12-06
0140902|Dallam|Ogallala/Rita Blanca|Publishable|12|6|2007|2007-12-06||130.7|4690|Interpolated From Topo Map|4559.3|1|Texas Water Development Board|Steel Tape|||2007-12-18|2007-12-18
0140902|Dallam|Ogallala/Rita Blanca|Publishable|12|10|2008|2008-12-10||131.1|4690|Interpolated From Topo Map|4558.9|1|Texas Water Development Board|Steel Tape|||2008-12-16|2008-12-16
0140902|Dallam|Ogallala/Rita Blanca|Publishable|11|3|2009|2009-11-03||131.36|4690|Interpolated From Topo Map|4558.64|1|Texas Water Development Board|Steel Tape|||2009-11-10|2009-11-10
0140902|Dallam|Ogallala/Rita Blanca|Publishable|12|14|2010|2010-12-14||131.95|4690|Interpolated From Topo Map|4558.05|1|Texas Water Development Board|Steel Tape|||2010-12-21|2010-12-21
0140902|Dallam|Ogallala/Rita Blanca|No Measurement|12|6|2011|2011-12-06|||4690|Interpolated From Topo Map||1|Texas Water Development Board|| Access to well temporarily blocked due to winterization or debris||2011-12-20|2011-12-20
0140902|Dallam|Ogallala/Rita Blanca|No Measurement|12|6|2012|2012-12-06|||4690|Interpolated From Topo Map||1|Texas Water Development Board|Steel Tape| Access to well temporarily blocked due to winterization or debris||2013-01-08|2013-01-08
0148901|Dallam|Ogallala/Rita Blanca|Publishable|6|0|1970|||96.25|4562|Interpolated From Topo Map|4465.75|1|Well Owner or Operator|Unknown||||
0148901|Dallam|Ogallala/Rita Blanca|Publishable|1|7|1977|1977-01-07||91.57|4562|Interpolated From Topo Map|4470.43|1|Texas Water Development Board|Steel Tape||||
0148901|Dallam|Ogallala/Rita Blanca|Publishable|1|11|1978|1978-01-11||90.13|4562|Interpolated From Topo Map|4471.87|1|Texas Water Development Board|Steel Tape||||
0148901|Dallam|Ogallala/Rita Blanca|No Measurement|12|11|1978|1978-12-11|||4562|Interpolated From Topo Map||1|Texas Water Development Board|| Well site temporarily inaccessible due to impassable roads, locked gate, etc.|||
0148901|Dallam|Ogallala/Rita Blanca|Publishable|11|6|1979|1979-11-06||98.65|4562|Interpolated From Topo Map|4463.35|1|Texas Water Development Board|Steel Tape||||
0148901|Dallam|Ogallala/Rita Blanca|Publishable|1|7|1982|1982-01-07||97.08|4562|Interpolated From Topo Map|4464.92|1|Texas Water Development Board|Steel Tape||||
0148901|Dallam|Ogallala/Rita Blanca|Publishable|1|11|1984|1984-01-11||99.94|4562|Interpolated From Topo Map|4462.06|1|Texas Water Development Board|Steel Tape||||
0148901|Dallam|Ogallala/Rita Blanca|Publishable|12|11|1985|1985-12-11||100.93|4562|Interpolated From Topo Map|4461.07|1|Texas Water Development Board|Steel Tape||||
0148901|Dallam|Ogallala/Rita Blanca|Publishable|1|13|1987|1987-01-13||99.74|4562|Interpolated From Topo Map|4462.26|1|Texas Water Development Board|Steel Tape||||
0148901|Dallam|Ogallala/Rita Blanca|Publishable|12|9|1987|1987-12-09||105.71|4562|Interpolated From Topo Map|4456.29|1|Texas Water Development Board|Steel Tape||||
0148901|Dallam|Ogallala/Rita Blanca|Publishable|12|10|1988|1988-12-10||108.6|4562|Interpolated From Topo Map|4453.4|1|Texas Water Development Board|Steel Tape||||
0148901|Dallam|Ogallala/Rita Blanca|Publishable|12|8|1989|1989-12-08||104.39|4562|Interpolated From Topo Map|4457.61|1|Texas Water Development Board|Steel Tape||||
0148901|Dallam|Ogallala/Rita Blanca|Publishable|12|9|1990|1990-12-09||104.75|4562|Interpolated From Topo Map|4457.25|1|Texas Water Development Board|Steel Tape||||
0148901|Dallam|Ogallala/Rita Blanca|Publishable|1|7|1993|1993-01-07||106.9|4562|Interpolated From Topo Map|4455.1|1|Texas Water Development Board|Steel Tape||||
0148901|Dallam|Ogallala/Rita Blanca|Publishable|3|14|1994|1994-03-14||106.86|4562|Interpolated From Topo Map|4455.14|1|Groundwater Conservation District|Steel Tape|||1994-06-20|1994-06-20
0148901|Dallam|Ogallala/Rita Blanca|Questionable|3|13|1996|1996-03-13||107.5|4562|Interpolated From Topo Map|4454.5|1|Groundwater Conservation District|Steel Tape| Pumping-level measurement||1996-07-08|1996-07-08
0148901|Dallam|Ogallala/Rita Blanca|Publishable|3|7|1997|1997-03-07||112.19|4562|Interpolated From Topo Map|4449.81|1|Groundwater Conservation District|Electric Line|||1997-07-23|1997-07-23
0148901|Dallam|Ogallala/Rita Blanca|Publishable|2|13|1998|1998-02-13||115.85|4562|Interpolated From Topo Map|4446.15|1|Groundwater Conservation District|Steel Tape|||1998-09-29|1998-09-29
0148901|Dallam|Ogallala/Rita Blanca|Publishable|2|10|2000|2000-02-10||122.88|4562|Interpolated From Topo Map|4439.12|1|Groundwater Conservation District|Steel Tape|||2000-05-23|2000-05-23
0148901|Dallam|Ogallala/Rita Blanca|Publishable|3|5|2002|2002-03-05||119.62|4562|Interpolated From Topo Map|4442.38|1|Groundwater Conservation District|Steel Tape|||2002-09-20|2002-09-20
0148901|Dallam|Ogallala/Rita Blanca|Publishable|3|6|2003|2003-03-06||121.62|4562|Interpolated From Topo Map|4440.38|1|Groundwater Conservation District|Steel Tape|||2003-08-26|2003-08-26
0148901|Dallam|Ogallala/Rita Blanca|Publishable|3|9|2004|2004-03-09||136.63|4562|Interpolated From Topo Map|4425.37|1|Groundwater Conservation District|Steel Tape|||2004-08-20|2004-08-20
0148901|Dallam|Ogallala/Rita Blanca|Publishable|3|11|2005|2005-03-11||136.63|4562|Interpolated From Topo Map|4425.37|1|Groundwater Conservation District|Steel Tape|||2005-08-31|2005-08-31
0148901|Dallam|Ogallala/Rita Blanca|Questionable|1|31|2006|2006-01-31||145.5|4562|Interpolated From Topo Map|4416.5|1|Groundwater Conservation District|Steel Tape| Inconsistent or spotty tape mark due to wet or leaking casing||2006-08-31|2006-08-31
0148901|Dallam|Ogallala/Rita Blanca|Publishable|2|23|2007|2007-02-23||141.22|4562|Interpolated From Topo Map|4420.78|1|Groundwater Conservation District|Steel Tape|||2007-05-15|2007-05-15
0148901|Dallam|Ogallala/Rita Blanca|Publishable|2|1|2008|2008-02-01||143.6|4562|Interpolated From Topo Map|4418.4|1|Groundwater Conservation District|Steel Tape|||2008-07-16|2008-07-16
0148901|Dallam|Ogallala/Rita Blanca|Publishable|2|13|2009|2009-02-13||152.57|4562|Interpolated From Topo Map|4409.43|1|Groundwater Conservation District|Steel Tape|||2009-04-22|2009-04-22
0148901|Dallam|Ogallala/Rita Blanca|Publishable|3|9|2010|2010-03-09||162.09|4562|Interpolated From Topo Map|4399.91|1|Groundwater Conservation District|Steel Tape|||2010-05-05|2010-05-05
0148901|Dallam|Ogallala/Rita Blanca|Publishable|2|22|2011|2011-02-22||175.44|4562|Interpolated From Topo Map|4386.56|1|Groundwater Conservation District|Steel Tape|||2011-06-17|2011-06-17
0148901|Dallam|Ogallala/Rita Blanca|Publishable|1|12|2012|2012-01-12||184.51|4562|Interpolated From Topo Map|4377.49|1|Groundwater Conservation District|Steel Tape|||2012-06-18|2012-06-18
0148901|Dallam|Ogallala/Rita Blanca|Publishable|2|14|2013|2013-02-14||180.04|4562|Interpolated From Topo Map|4381.96|1|Groundwater Conservation District|Steel Tape|||2013-06-24|2013-06-24
0148901|Dallam|Ogallala/Rita Blanca|No Measurement|2|21|2014|2014-02-21|||4562|Interpolated From Topo Map||1|Groundwater Conservation District|| Well pumping||2014-04-10|2014-04-10
0148901|Dallam|Ogallala/Rita Blanca|Publishable|2|13|2015|2015-02-13||187.6|4562|Interpolated From Topo Map|4374.4|1|Groundwater Conservation District|Steel Tape|||2015-06-30|2015-06-30
0148901|Dallam|Ogallala/Rita Blanca|Publishable|1|28|2016|2016-01-28||183.68|4562|Interpolated From Topo Map|4378.32|1|Groundwater Conservation District|Steel Tape|||2016-08-09|2016-08-09
0148901|Dallam|Ogallala/Rita Blanca|Publishable|2|16|2017|2017-02-16||186.4|4562|Interpolated From Topo Map|4375.6|1|Groundwater Conservation District|Steel Tape|||2017-04-25|2017-04-25
0156602|Dallam|Ogallala/Rita Blanca|Publishable|11|10|1971|1971-11-10||120|4523|Interpolated From Topo Map|4403|1|Registered Water Well Driller|Unknown||||
0156602|Dallam|Ogallala/Rita Blanca|Publishable|1|22|1976|1976-01-22||124.59|4523|Interpolated From Topo Map|4398.41|1|Texas Water Development Board|Steel Tape||||
0156602|Dallam|Ogallala/Rita Blanca|Publishable|1|12|1977|1977-01-12||127.92|4523|Interpolated From Topo Map|4395.08|1|Texas Water Development Board|Steel Tape||||
0156602|Dallam|Ogallala/Rita Blanca|Publishable|1|11|1978|1978-01-11||127.83|4523|Interpolated From Topo Map|4395.17|1|Texas Water Development Board|Steel Tape||||
0156602|Dallam|Ogallala/Rita Blanca|Publishable|12|11|1978|1978-12-11||133.16|4523|Interpolated From Topo Map|4389.84|1|Texas Water Development Board|Steel Tape||||
0156602|Dallam|Ogallala/Rita Blanca|Publishable|11|6|1979|1979-11-06||135.02|4523|Interpolated From Topo Map|4387.98|1|Texas Water Development Board|Steel Tape||||
0156602|Dallam|Ogallala/Rita Blanca|Publishable|12|23|1980|1980-12-23||136.47|4523|Interpolated From Topo Map|4386.53|1|Texas Water Development Board|Steel Tape||||
0156602|Dallam|Ogallala/Rita Blanca|No Measurement|12|14|1982|1982-12-14|||4523|Interpolated From Topo Map||1|Texas Water Development Board|| Well site temporarily inaccessible due to impassable roads, locked gate, etc.|||
0156602|Dallam|Ogallala/Rita Blanca|Publishable|12|4|1984|1984-12-04||143.37|4523|Interpolated From Topo Map|4379.63|1|Texas Water Development Board|Steel Tape||||
0156602|Dallam|Ogallala/Rita Blanca|Publishable|12|11|1985|1985-12-11||145.08|4523|Interpolated From Topo Map|4377.92|1|Texas Water Development Board|Steel Tape||||
0156602|Dallam|Ogallala/Rita Blanca|Publishable|1|14|1987|1987-01-14||147.99|4523|Interpolated From Topo Map|4375.01|1|Texas Water Development Board|Steel Tape||||
0156602|Dallam|Ogallala/Rita Blanca|Questionable|12|9|1987|1987-12-09||154.66|4523|Interpolated From Topo Map|4368.34|1|Texas Water Development Board|Steel Tape| Well pumped recently|||
0156602|Dallam|Ogallala/Rita Blanca|Publishable|12|10|1988|1988-12-10||152.2|4523|Interpolated From Topo Map|4370.8|1|Texas Water Development Board|Steel Tape||||
0156602|Dallam|Ogallala/Rita Blanca|Publishable|12|8|1989|1989-12-08||157.56|4523|Interpolated From Topo Map|4365.44|1|Texas Water Development Board|Steel Tape||||
0156602|Dallam|Ogallala/Rita Blanca|No Measurement|12|14|1990|1990-12-14|||4523|Interpolated From Topo Map||1|Texas Water Development Board|| observation Well not measurement due to admin decision|||
0156602|Dallam|Ogallala/Rita Blanca|Publishable|11|14|1991|1991-11-14||156.75|4523|Interpolated From Topo Map|4366.25|1|Texas Water Development Board|Steel Tape||||
0156602|Dallam|Ogallala/Rita Blanca|Publishable|12|15|1992|1992-12-15||160.2|4523|Interpolated From Topo Map|4362.8|1|Texas Water Development Board|Steel Tape||||
0156602|Dallam|Ogallala/Rita Blanca|Publishable|3|7|1994|1994-03-07||163.69|4523|Interpolated From Topo Map|4359.31|1|Groundwater Conservation District|Steel Tape|||1994-06-20|1994-06-20
0156602|Dallam|Ogallala/Rita Blanca|Publishable|3|14|1995|1995-03-14||164.33|4523|Interpolated From Topo Map|4358.67|1|Groundwater Conservation District|Steel Tape|||1996-01-30|1996-01-30
0156602|Dallam|Ogallala/Rita Blanca|Questionable|3|13|1996|1996-03-13||164.3|4523|Interpolated From Topo Map|4358.7|1|Groundwater Conservation District|Steel Tape| Pumping-level measurement||1996-07-08|1996-07-08
0156602|Dallam|Ogallala/Rita Blanca|Questionable|3|7|1997|1997-03-07||164.33|4523|Interpolated From Topo Map|4358.67|1|Groundwater Conservation District|Electric Line| Pumping-level measurement||1997-07-23|1997-07-23
0156602|Dallam|Ogallala/Rita Blanca|Publishable|2|11|1998|1998-02-11||175.11|4523|Interpolated From Topo Map|4347.89|1|Groundwater Conservation District|Steel Tape|||1998-09-29|1998-09-29
0156602|Dallam|Ogallala/Rita Blanca|Publishable|2|7|2000|2000-02-07||180.56|4523|Interpolated From Topo Map|4342.44|1|Groundwater Conservation District|Steel Tape|||2000-05-23|2000-05-23
0156602|Dallam|Ogallala/Rita Blanca|Publishable|3|7|2001|2001-03-07||181.43|4523|Interpolated From Topo Map|4341.57|1|Groundwater Conservation District|Steel Tape|||2001-09-04|2001-09-04
0156602|Dallam|Ogallala/Rita Blanca|Publishable|3|11|2002|2002-03-11||183.24|4523|Interpolated From Topo Map|4339.76|1|Groundwater Conservation District|Steel Tape|||2002-09-20|2002-09-20
0156602|Dallam|Ogallala/Rita Blanca|Publishable|3|3|2003|2003-03-03||185.21|4523|Interpolated From Topo Map|4337.79|1|Groundwater Conservation District|Steel Tape|||2003-08-26|2003-08-26
0156602|Dallam|Ogallala/Rita Blanca|Publishable|3|11|2005|2005-03-11||187.75|4523|Interpolated From Topo Map|4335.25|1|Groundwater Conservation District|Steel Tape|||2005-08-31|2005-08-31
0156602|Dallam|Ogallala/Rita Blanca|Publishable|1|26|2006|2006-01-26||187.4|4523|Interpolated From Topo Map|4335.6|1|Groundwater Conservation District|Steel Tape|||2006-08-31|2006-08-31
0156602|Dallam|Ogallala/Rita Blanca|Publishable|2|26|2007|2007-02-26||189.99|4523|Interpolated From Topo Map|4333.01|1|Groundwater Conservation District|Steel Tape|||2007-05-15|2007-05-15
0156602|Dallam|Ogallala/Rita Blanca|Publishable|2|1|2008|2008-02-01||190.08|4523|Interpolated From Topo Map|4332.92|1|Groundwater Conservation District|Steel Tape|||2008-07-16|2008-07-16
0156602|Dallam|Ogallala/Rita Blanca|Publishable|2|13|2009|2009-02-13||191.34|4523|Interpolated From Topo Map|4331.66|1|Groundwater Conservation District|Steel Tape|||2009-04-22|2009-04-22
0156602|Dallam|Ogallala/Rita Blanca|Publishable|3|22|2010|2010-03-22||193.42|4523|Interpolated From Topo Map|4329.58|1|Groundwater Conservation District|Steel Tape|||2010-05-05|2010-05-05
0156602|Dallam|Ogallala/Rita Blanca|Publishable|2|22|2011|2011-02-22||201.28|4523|Interpolated From Topo Map|4321.72|1|Groundwater Conservation District|Steel Tape|||2011-06-17|2011-06-17
0156602|Dallam|Ogallala/Rita Blanca|Publishable|1|10|2012|2012-01-10||195.79|4523|Interpolated From Topo Map|4327.21|1|Groundwater Conservation District|Steel Tape|||2012-06-18|2012-06-18
0156602|Dallam|Ogallala/Rita Blanca|Publishable|2|6|2013|2013-02-06||197.2|4523|Interpolated From Topo Map|4325.8|1|Groundwater Conservation District|Steel Tape|||2013-06-24|2013-06-24
0156602|Dallam|Ogallala/Rita Blanca|Publishable|2|13|2015|2015-02-13||201.19|4523|Interpolated From Topo Map|4321.81|1|Groundwater Conservation District|Steel Tape|||2015-06-30|2015-06-30
0156602|Dallam|Ogallala/Rita Blanca|Publishable|1|27|2016|2016-01-27||200.79|4523|Interpolated From Topo Map|4322.21|1|Groundwater Conservation District|Steel Tape|||2016-08-09|2016-08-09
0156602|Dallam|Ogallala/Rita Blanca|Questionable|2|16|2017|2017-02-16||202.5|4523|Interpolated From Topo Map|4320.5|1|Groundwater Conservation District|Steel Tape| Inconsistent or spotty tape mark due to wet or leaking casing||2017-04-25|2017-04-25
0233101|Dallam|Ogallala/Rita Blanca|Questionable|7|18|1975|1975-07-18||63.83|4591|Interpolated From Topo Map|4527.17|1|Texas Water Development Board|Steel Tape| Well pumped recently|||
0233101|Dallam|Ogallala/Rita Blanca|Publishable|1|22|1976|1976-01-22||64.85|4591|Interpolated From Topo Map|4526.15|1|Texas Water Development Board|Steel Tape||||
